charging_station_id,charging_station_operator,charging_station_name,charging_station_location,latitude,longitude,city,state,battery_capacity,energy_consumed,charging_duration,charging_rate,state_of_charge_start,state_of_charge_end,time_of_day,day_of_week,payment_type,user_type,Charger Type
Station_218,ChargeZone,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,62,10.24188589,0.35,29.21621369,14.96166964,70.51180081,Evening,Sunday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_218,Ather,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,62,10.24188589,0.35,29.21621369,14.96166964,70.51180081,Evening,Sunday,App,Commuter,DC Fast Charger
Station_218,ChargeZone,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,62,10.24188589,0.35,29.21621369,14.96166964,70.51180081,Evening,Sunday,"App, Card, UPI",Commuter,DC Fast Charger
Station_218,Volttic,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,62,10.24188589,0.35,29.21621369,14.96166964,70.51180081,Evening,Sunday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_218,Jio-bp Pulse,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,62,10.24188589,0.35,29.21621369,14.96166964,70.51180081,Evening,Sunday,"App, Card",Commuter,DC Fast Charger
Station_170,Statiq,Statiq - Santacruz,"Santacruz West, Near Railway Station, Mumbai",19.0803,72.8365,Mumbai,Maharashtra,75,8.918418778,0.55,16.24196336,16.990405,55.82664103,Night,Thursday,"App, Card, UPI",Long-Distance Traveler,Level 1
Station_433,Kazam,Kohinoor MCGM parking,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",19.02460889,72.84282021,Mumbai,Maharashtra,75,27.00471086,0.58,46.41136085,88.18011162,61.43525686,Morning,Sunday,"App, Card, RFID",Casual Driver,DC Fast Charger
Station_59,Fortum,Fortum - Powai Plaza,"Powai Plaza Mall Parking, Powai, Mumbai",19.1182,72.9053,Mumbai,Maharashtra,50,6.661747206,0.61,10.89013108,83.28204155,65.0062464,Evening,Monday,"App, Card, RFID",Commuter,Level 2
Station_457,Statiq,Statiq - Marol Naka,"Marol Naka Metro Station, Mumbai",19.109,72.8771,Mumbai,Maharashtra,100,53.64842443,1.13,47.29035525,21.45527057,98.16391585,Evening,Saturday,"App, Card, UPI",Commuter,DC Fast Charger
Station_299,Magenta,Magenta ChargeGrid - Mumbra,"Near Mumbra Station, Thane",19.1808,72.9836,Mumbai,Maharashtra,105.2870677,43.4665651,5.35,8.126977133,45.28332178,15.71797517,Evening,Thursday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_439,Magenta,Magenta ChargeGrid - Malad,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",19.1736,72.8352,Mumbai,Maharashtra,140.7620616,60.08034819,1.3,46.15424524,37.69074851,93.80110629,Night,Tuesday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_452,ChargeZone,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,75,61.56734925,1.49,41.31627182,17.25267949,58.87841174,Evening,Saturday,"App, Card, RFID",Long-Distance Traveler,Level 1
Station_452,Tata Power,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,75,61.56734925,1.49,41.31627182,17.25267949,58.87841174,Evening,Saturday,"App, RFID",Long-Distance Traveler,Level 1
Station_452,Kazam,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,75,61.56734925,1.49,41.31627182,17.25267949,58.87841174,Evening,Saturday,"App, Card",Long-Distance Traveler,Level 1
Station_452,EV Point,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,75,61.56734925,1.49,41.31627182,17.25267949,58.87841174,Evening,Saturday,"App, Card",Long-Distance Traveler,Level 1
Station_452,ATUM,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,75,61.56734925,1.49,41.31627182,17.25267949,58.87841174,Evening,Saturday,"App, RFID",Long-Distance Traveler,Level 1
Station_492,ATUM,ATUM Charge - Panvel,"Opp Panvel Station, Raigad",18.9897,73.1145,Mumbai,Maharashtra,62,22.57288245,0.89,25.29157595,51.55000842,74.1444021,Night,Saturday,"App, Card",Commuter,Level 1
Station_214,EVteQ,"Oberoi Mall, Goregaon","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,Mumbai,Maharashtra,62,51.49234638,1.46,35.21951804,62.12237483,81.29379863,Night,Tuesday,App,Long-Distance Traveler,Level 1
Station_124,Ather,Ather Grid - Hiranandani,"Hiranandani Gardens, Powai, Mumbai",19.1206,72.9188,Mumbai,Maharashtra,75,44.76974192,2.17,20.59023558,64.11014685,90.55214709,Evening,Saturday,App,Commuter,Level 2
Station_305,ChargeZone,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",19.2505,72.8591,Mumbai,Maharashtra,75,38.21376481,1.06,35.89219701,88.2564163,73.26212814,Morning,Sunday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_44,Magenta,Magenta Charging Station (Parel),"Station Rd, Parel East, Parel, Mumbai 400014",19.0079,72.8425,Mumbai,Maharashtra,75,40.25719688,2.24,17.94739459,28.84132949,85.27530271,Afternoon,Friday,"App, Card, UPI",Long-Distance Traveler,Level 2
Station_415,ATUM,ATUM Charge - Borivali,"Borivali West, Mumbai",19.2298,72.8606,Mumbai,Maharashtra,62,51.20288963,1.13,45.19091647,75.55734012,56.56750424,Afternoon,Friday,"App, Card",Commuter,DC Fast Charger
Station_145,ChargeZone,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",19.2505,72.8591,Mumbai,Maharashtra,62,77.45420996,2.63,29.41340669,80.65255109,90.08739344,Afternoon,Tuesday,"App, Card, UPI",Long-Distance Traveler,Level 1
Station_333,Kazam,Kazam - Kharghar,"Near Kharghar Station, Navi Mumbai",19.0533,73.0571,Mumbai,Maharashtra,88.86922407,20.17078858,0.5,40.42078196,31.5569263,97.82793195,Morning,Sunday,App,Commuter,DC Fast Charger
Station_356,Tata Power,Tata Power - Mahanagar Gas,"MGL Terminal, Opposite Anik Depot, Wadala, Mumbai",19.0281,72.8647,Mumbai,Maharashtra,100,39.93276466,0.81,49.11660927,43.60824251,54.32016802,Morning,Sunday,App,Commuter,DC Fast Charger
Station_34,VoltaPoint,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,50,6.268235994,6.385988648,26.50712322,65.99350199,140.3830477,Night,Friday,"App, RFID",Commuter,Level 1
Station_34,Statiq,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,50,6.268235994,9.358943706,26.50712322,65.99350199,140.3830477,Night,Friday,"App, Card",Commuter,Level 1
Station_34,Fortum,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,50,6.268235994,11.08500698,26.50712322,65.99350199,140.3830477,Night,Friday,"App, RFID",Commuter,Level 1
Station_34,EV Point,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,50,6.268235994,8.231092259,26.50712322,65.99350199,140.3830477,Night,Friday,"App, RFID, UPI",Commuter,Level 1
Station_34,ATUM,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,50,6.268235994,14.5765951,26.50712322,65.99350199,140.3830477,Night,Friday,"App, UPI",Commuter,Level 1
Station_42,Tata Power,Tata Power - Opera House,"Charni Road East, Mumbai",18.9545,72.8189,Mumbai,Maharashtra,62,20.84637782,0.78,26.57781476,61.83352377,85.03607837,Night,Friday,"App, RFID, UPI",Long-Distance Traveler,DC Fast Charger
Station_358,Tata Power,Tata Power - Opera House,"Charni Road East, Mumbai",18.9545,72.8189,Mumbai,Maharashtra,50,37.61011503,1.79,21.06766867,30.60283602,101.9051814,Night,Saturday,"App, RFID, UPI",Commuter,DC Fast Charger
Station_475,ATUM,ATUM Charge - Panvel,"Opp Panvel Station, Raigad",18.9897,73.1145,Mumbai,Maharashtra,100,38.00957724,5.77,6.590228457,48.29442034,98.25239499,Evening,Sunday,"App, Card",Commuter,DC Fast Charger
Station_405,Tata Power,Tata Power - Cotton Green,"Cotton Green Railyard, Mumbai",18.991,72.8485,Mumbai,Maharashtra,62,10.33664419,1.847528978,26.50712322,32.98603195,84.16649568,Evening,Saturday,App,Long-Distance Traveler,DC Fast Charger
Station_78,EV Dock,"Tata Power, Dharavi Colony","Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",19.034402,72.85284,Mumbai,Maharashtra,75,37.11856726,4.27,8.690646596,39.79613148,91.68222793,Evening,Monday,"App, RFID, UPI",Casual Driver,Level 2
Station_49,Magenta,MCGM Parking || Club Aquaria,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",19.2402364,72.8481819,Mumbai,Maharashtra,50,45.6603132,1.12,40.67941804,67.90524191,65.2365877,Evening,Wednesday,"App, UPI",Long-Distance Traveler,Level 2
Station_308,Ather,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",19.133659,72.900817,Mumbai,Maharashtra,50,58.74152298,2.95,19.94270235,19.42640523,59.51725759,Night,Wednesday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_308,ATUM,Charge Zone,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",18.9862222,72.8149436,Mumbai,Maharashtra,50,58.74152298,2.95,19.94270235,19.42640523,59.51725759,Night,Wednesday,"App, UPI",Long-Distance Traveler,DC Fast Charger
Station_141,EVteQ,EVteQ - Vikhroli,"Vikhroli East, Mumbai",19.0984,72.9262,Mumbai,Maharashtra,62,33.47231506,0.77,43.48176399,76.46236262,81.41249705,Afternoon,Wednesday,"App, Card",Long-Distance Traveler,Level 2
Station_108,Kazam,Kazam - Kurla,"Nehru Nagar, Near Kurla Station, Mumbai",19.0731,72.8828,Mumbai,Maharashtra,100,72.08924277,9.62,7.494575511,22.9005078,94.20825519,Night,Friday,App,Long-Distance Traveler,Level 1
Station_312,Volttic,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,50,45.81366157,2.64,17.3546406,68.43411849,86.79517154,Night,Saturday,"App, RFID",Long-Distance Traveler,DC Fast Charger
Station_312,Jio-bp Pulse,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,50,45.81366157,2.64,17.3546406,68.43411849,86.79517154,Night,Saturday,"App, RFID, UPI",Long-Distance Traveler,DC Fast Charger
Station_312,EV Point,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,50,45.81366157,2.64,17.3546406,68.43411849,86.79517154,Night,Saturday,"App, RFID, UPI",Long-Distance Traveler,DC Fast Charger
Station_312,ChargeZone,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,50,45.81366157,2.64,17.3546406,68.43411849,86.79517154,Night,Saturday,"App, Card, RFID",Long-Distance Traveler,DC Fast Charger
Station_312,Ather,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,50,45.81366157,2.64,17.3546406,68.43411849,86.79517154,Night,Saturday,"App, UPI",Long-Distance Traveler,DC Fast Charger
Station_182,EV Dock,Kohinoor Altissimo Residential Tower,"Kohinoor Altissimo Residential Tower, Kohinoor Altissimo, Kasaravadi, Dadar, Mumbai, Maharashtra 400028",19.0246,72.8402,Mumbai,Maharashtra,62,75.52338507,3.03,24.8909192,82.5448484,70.70118042,Afternoon,Monday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_57,Magenta,Magenta ChargeGrid - Worli,"Atria Mall, Dr Annie Besant Rd, Worli, Mumbai",19.0085,72.8153,Mumbai,Maharashtra,100,77.63851677,9.55,8.125454971,23.24454737,94.69156133,Morning,Saturday,"App, Card",Commuter,Level 2
Station_193,ATUM,ATUM Charge (Malad),"95, Malad, Viaykar Vadi, Malad West, Mumbai 400064",19.1876,72.8436,Mumbai,Maharashtra,75,53.9569817,3.02,17.87474459,89.97564875,95.03577021,Night,Monday,"App, Card, UPI",Long-Distance Traveler,Level 2
Station_227,Volttic,Volttic - Mumbai Central,"Mumbai Central Station Parking, Mumbai",18.9692,72.8195,Mumbai,Maharashtra,85,46.61987333,6.31,7.388686338,70.09449292,59.04290083,Morning,Friday,App,Long-Distance Traveler,DC Fast Charger
Station_153,Volttic,Volttic Mini Charging,"Saki Vihar Rd, Near Saki Naka Metro, Andheri East, Mumbai",19.1265,72.8874,Mumbai,Maharashtra,50,6.443672289,0.43,14.99241844,81.59731029,84.92637815,Night,Tuesday,App,Long-Distance Traveler,Level 1
Station_436,EVteQ,Tata Power,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",19.03639,73.029907,Mumbai,Maharashtra,50,62.04623037,3.34,18.56265579,88.3912258,77.93392383,Afternoon,Sunday,App,Casual Driver,DC Fast Charger
Station_436,Fortum,Tata Power,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",18.92279506,72.83351898,Mumbai,Maharashtra,50,62.04623037,3.34,18.56265579,88.3912258,77.93392383,Afternoon,Sunday,"App, RFID, UPI",Casual Driver,DC Fast Charger
Station_436,EV Dock,Tata Power,"Seven Hills Hospital, Andheri East, SevenHills Health City, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra 400059",19.118831,72.87823,Mumbai,Maharashtra,50,62.04623037,3.34,18.56265579,88.3912258,77.93392383,Afternoon,Sunday,App,Casual Driver,DC Fast Charger
Station_436,Kazam,Tata Power,"IOCL Sahara Hospitality, Vile Parle, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",19.094122,72.85223,Mumbai,Maharashtra,50,62.04623037,3.34,18.56265579,88.3912258,77.93392383,Afternoon,Sunday,"App, UPI",Casual Driver,DC Fast Charger
Station_436,Jio-bp Pulse,Tata Power,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",19.068262,72.890964,Mumbai,Maharashtra,50,62.04623037,3.34,18.56265579,88.3912258,77.93392383,Afternoon,Sunday,"App, Card, UPI",Casual Driver,DC Fast Charger
Station_471,Magenta,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",19.133659,72.900817,Mumbai,Maharashtra,100,71.70850688,1.85,38.79607655,12.2234232,77.41334734,Afternoon,Saturday,"App, Card, UPI",Casual Driver,Level 1
Station_471,VoltaPoint,Charge Zone,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",18.9862222,72.8149436,Mumbai,Maharashtra,100,71.70850688,1.85,38.79607655,12.2234232,77.41334734,Afternoon,Saturday,"App, RFID, UPI",Casual Driver,Level 1
Station_211,Jio-bp Pulse,Jio-bp Pulse - Kolshet,"Kolshet Road, Thane West",19.2587,72.9773,Mumbai,Maharashtra,85,44.01595166,1.16,38.10527791,73.34621767,78.15992983,Afternoon,Saturday,App,Casual Driver,Level 2
Station_329,Fortum,Fortum - Powai Plaza,"Powai Plaza Mall Parking, Powai, Mumbai",19.1182,72.9053,Mumbai,Maharashtra,60.65969098,66.09153403,1.76,37.60056306,42.30136724,70.72631713,Evening,Tuesday,"App, Card, RFID",Casual Driver,Level 2
Station_63,Jio-bp Pulse,Jio-bp Pulse - Napean Sea Road,"Priyadarshini Park, Mumbai",18.9636,72.8019,Mumbai,Maharashtra,50,44.88676331,1.55,28.9773945,81.95826164,70.54283762,Morning,Tuesday,App,Long-Distance Traveler,DC Fast Charger
Station_62,Statiq,Statiq - Bandra Kurla Complex,"Next to Bharat Diamond Bourse, BKC, Mumbai",19.0588,72.8703,Mumbai,Maharashtra,100,58.94085857,1.35,43.7022121,82.3603313,92.03577294,Night,Saturday,"App, Card",Long-Distance Traveler,Level 2
Station_100,VoltaPoint,VoltaPoint Charging Station,"527, Building No-2, SRA Cooperative Society, Prabhadevi, near Ahuja Towers, Mumbai",19.0161,72.828,Mumbai,Maharashtra,109.7951283,10.03981781,21.04018412,26.50712322,35.98360523,70.68328884,Evening,Monday,App,Long-Distance Traveler,Level 1
Station_17,Magenta,"IOCL Kini Causway, Bandra","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",19.051601,72.838011,Mumbai,Maharashtra,85,29.75838484,1.01,29.38504741,10.81390545,36.54836012,Morning,Sunday,"App, RFID, UPI",Casual Driver,DC Fast Charger
Station_325,Magenta,Kohinoor MCGM parking,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",19.02460889,72.84282021,Mumbai,Maharashtra,75,69.59647496,4.68,14.86068898,60.63891762,73.00925296,Afternoon,Tuesday,"App, Card, UPI",Long-Distance Traveler,DC Fast Charger
Station_246,VoltaPoint,HP Super Service DC Charging Station,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",18.9285,72.8255,Mumbai,Maharashtra,100,8.234584116,0.19,43.81287256,23.35890824,97.66158482,Morning,Sunday,"App, Card, RFID",Commuter,Level 2
Station_196,Magenta,HOTEL REDWINGS CASTLE,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",18.99453515,73.11513242,Mumbai,Maharashtra,62,40.78700348,3.7,11.03185075,68.76134194,55.14615868,Morning,Thursday,"App, Card, RFID",Long-Distance Traveler,Level 1
Station_325,Tata Power,Tata Power - Chembur,"Next to Diamond Garden, Chembur, Mumbai",19.0455,72.8996,Mumbai,Maharashtra,82.66681121,18.79049305,0.49,38.26182989,41.7717522,67.06652609,Evening,Monday,"App, RFID",Long-Distance Traveler,Level 2
Station_57,EVteQ,Masstech controls Pvt ltd,"2/7 Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai, Maharashtra 400080",19.17674569,72.94574801,Mumbai,Maharashtra,85,34.89511327,7.15,4.881436199,61.53265078,89.00103781,Afternoon,Friday,"App, RFID, UPI",Casual Driver,Level 1
Station_286,Tata Power,Tata Power - Gateway of India,"Apollo Bunder Road, Colaba, Mumbai",18.9218,72.8347,Mumbai,Maharashtra,78.43167082,38.08536377,23.01,1.654937068,11.83050192,97.6297836,Evening,Saturday,"App, RFID",Long-Distance Traveler,Level 1
Station_279,ChargeZone,ChargeZone - Mulund,"LBS Marg, Near Mulund Station, Mulund West, Mumbai",19.1726,72.9532,Mumbai,Maharashtra,85,68.56767861,4.16,16.475471,68.27370384,93.5739471,Afternoon,Saturday,"App, UPI",Casual Driver,Level 1
Station_408,Magenta,Magenta ChargeGrid - Bhandup,"LBS Marg, Near Bhandup Station, Mumbai",19.1547,72.9346,Mumbai,Maharashtra,75,59.76831247,1.7,35.05498942,81.95499699,59.94650611,Evening,Monday,"App, Card",Long-Distance Traveler,Level 2
Station_188,ChargeZone,Phoenix Market City Charging Station,"Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",19.0751,72.8893,Mumbai,Maharashtra,62,36.70152016,1.92,19.12193264,26.34819844,95.16288707,Evening,Sunday,"App, Card, UPI",Casual Driver,Level 1
Station_76,Magenta,Magenta ChargeGrid - Trombay,"Anushakti Nagar, Trombay, Mumbai",19.037,72.9235,Mumbai,Maharashtra,75,15.72955117,0.41,38.31515901,10.87427192,80.29223804,Morning,Friday,App,Long-Distance Traveler,Level 2
Station_148,Magenta,Magenta ChargeGrid - Taloja,"Taloja MIDC, Navi Mumbai",19.0378,73.1318,Mumbai,Maharashtra,85,34.07799973,2.71,12.59762021,70.12447702,61.59652123,Night,Monday,"App, Card",Commuter,Level 1
Station_315,Magenta,Magenta ChargeGrid - Bhayandar,"Bhayandar West Station Parking, Mumbai",19.3134,72.8476,Mumbai,Maharashtra,50,23.19329022,0.73,31.98319246,72.88118471,86.93554787,Night,Sunday,App,Casual Driver,Level 1
Station_380,ChargeZone,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",19.2505,72.8591,Mumbai,Maharashtra,75,9.206012695,0.19,47.65616728,25.18431669,80.23578041,Afternoon,Friday,"App, Card, UPI",Commuter,Level 2
Station_342,Ather,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",19.14207,72.83241,Mumbai,Maharashtra,100,56.1150925,10.22,5.488039505,22.3498793,80.08848452,Morning,Wednesday,App,Commuter,Level 1
Station_146,Tata Power,Tata Power - Vikhroli,"Near Vikhroli Station East, Mumbai",19.106,72.9286,Mumbai,Maharashtra,50,15.89873423,0.39,40.44452193,46.21839949,60.72812099,Evening,Saturday,"App, RFID, UPI",Long-Distance Traveler,Level 1
Station_368,Ather,Ather Grid - Bandra West,"Linking Road, Opp National College, Bandra West, Mumbai",19.0618,72.833,Mumbai,Maharashtra,85,41.15701391,0.89,46.12968887,31.46784538,77.45210904,Morning,Friday,App,Casual Driver,Level 2
Station_27,EVteQ,EVteQ - Malad,"Malad West, Mumbai",19.1851,72.8388,Mumbai,Maharashtra,62,90.23550358,18.64,4.841450613,70.55201083,50.51807735,Afternoon,Saturday,App,Long-Distance Traveler,Level 1
Station_220,EVteQ,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",19.102,72.8872,Mumbai,Maharashtra,62,18.10247227,0.44,41.55273261,33.30088316,99.70093459,Night,Tuesday,"App, Card, UPI",Casual Driver,DC Fast Charger
Station_72,Kazam,Carnival Cinemas Imax,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",19.0313299,72.8809653,Mumbai,Maharashtra,62,79.97267191,2.13,37.46218915,75.82897475,67.97645022,Morning,Sunday,"App, Card, RFID",Casual Driver,Level 1
Station_310,Tata Power,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",19.14207,72.83241,Mumbai,Maharashtra,50,5.163807088,0.98,5.265203285,32.17142733,56.72395742,Night,Monday,App,Casual Driver,DC Fast Charger
Station_200,Tata Power,Evershine Mall Charging Station,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",19.1798,72.8361,Mumbai,Maharashtra,85,45.45344885,1.61,28.19404206,18.30616688,66.42847642,Night,Sunday,"App, Card, UPI",Commuter,DC Fast Charger
Station_35,ATUM,ATUM Charge - Borivali,"Borivali West, Mumbai",19.2298,72.8606,Mumbai,Maharashtra,75,59.16864336,3.89,15.22251353,50.51010597,68.59776437,Afternoon,Thursday,"App, Card",Long-Distance Traveler,DC Fast Charger
Station_158,Magenta,Magenta ChargeGrid - Bandra Kurla Complex 2,"Maker Maxity, BKC, Mumbai",19.058,72.8675,Mumbai,Maharashtra,100,77.12500791,1.96,39.42909617,62.32264056,81.40719887,Morning,Friday,App,Casual Driver,Level 1
Station_4,Statiq,"Tata Power, Dharavi Colony","Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",19.034402,72.85284,Mumbai,Maharashtra,100,8.28243854,0.75,11.01799661,76.66998194,62.00647452,Morning,Sunday,"App, RFID",Commuter,DC Fast Charger
Station_88,Kazam,Lifeon Industries,"D298, TTC Industrial area, turbhe",19.06895357,73.02251015,Mumbai,Maharashtra,100,27.70606779,0.61,45.32674459,46.48302919,98.62734402,Afternoon,Tuesday,App,Commuter,Level 1
Station_108,Fortum,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra",19.04520829,72.84154175,Mumbai,Maharashtra,50,5.755524649,0.15,39.1270254,63.6155687,73.80735045,Evening,Monday,"App, RFID",Commuter,DC Fast Charger
Station_108,EV Point,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim nCauseway, Mahim (West), Raheja Hospital nMarg, Mumbai, Maharashtra 400016",19.04527839,72.84168159,Mumbai,Maharashtra,50,5.755524649,0.15,39.1270254,63.6155687,73.80735045,Evening,Monday,"App, Card, RFID",Commuter,DC Fast Charger
Station_380,Magenta,Magenta ChargeGrid - Malad,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",19.1736,72.8352,Mumbai,Maharashtra,100,9.206012695,0.62,14.83291702,46.60793046,66.14678806,Morning,Thursday,"App, Card",Casual Driver,DC Fast Charger
Station_450,Volttic,"Oberoi Mall, Goregaon","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",19.1737611,72.8600172,Mumbai,Maharashtra,75,72.94073166,5.28,13.82503559,44.08631935,61.93725052,Night,Friday,"App, RFID",Casual Driver,DC Fast Charger
Station_108,EVteQ,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",19.102,72.8872,Mumbai,Maharashtra,50,47.49433927,2.19,21.67222574,58.68736693,84.96009646,Afternoon,Saturday,"App, Card, UPI",Casual Driver,DC Fast Charger
